#  
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2013-07-27T22:36:49 [V1.97 (28-Nov-2012)]
#   In case of problem, please report to: question@simbad.u-strasbg.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.97 (28-Nov-2012) 
#INFO -ref=VIZ51f44b552540 
#INFO -out.max=99999 
#INFO queryParameters=11 
#-oc.form=sexa
#-out.max=99999
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/ApJ/632/266&tab:{J/ApJ/632/266/table2}&key:source=J/ApJ/632/266&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-source=J/ApJ/632/266/table2
#-order=I
#-out=Vmag
#-out=Imag
#-out=Class
#

#RESOURCE=yCat_16320266
#Name: J/ApJ/632/266
#Title: WFPC2 photometry of the globular cluster M5 (Layden+, 2005)
#Table J_ApJ_632_266_table2:
#Name: J/ApJ/632/266/table2
#Title: WFPC2 photometry
#---Details of Columns:
    Vmag (mag) (F6.3)  HST/WFPC2 F555W V band magnitude [ucd=phot.mag;em.opt.V]
    Imag (mag) (F6.3)  HST/WFPC2 F814W I band magnitude [ucd=phot.mag;em.opt.I]
    Class      (F5.2)  SExtractor class indicator of object (5) [ucd=meta.code.class]
------ ------ -----
20.337 19.542  1.00
21.067 20.137  0.98
23.752 22.129  1.00
24.088 22.437  0.99
26.227 25.381  0.15
27.582 25.075  0.02
24.080 22.368  0.06
19.839 19.118  0.98
21.527 20.469  0.98
20.553 19.702  0.99
24.410 22.396  0.86
24.444 22.774  1.00
19.779 19.067  0.98
27.443 26.426  0.63
22.492 21.174  0.98
21.022 19.957  0.99
19.774 18.984  0.98
23.325 21.781  0.99
27.230 25.819  0.05
20.537 19.687  0.99
20.535 19.692  1.00
25.517 23.601  1.00
26.493 24.230  0.99
21.290 20.148  0.99
25.056 23.208  0.76
21.952 20.789  0.98
24.226 22.539  0.99
22.701 21.304  0.98
24.809 23.002  0.70
25.492 23.105  0.02
27.239 26.251  0.00
22.766 21.385  0.08
22.449 21.071  1.00
27.289 25.217  0.06
27.846 26.423  0.01
18.597 17.962  0.98
24.962 23.107  1.00
19.816 19.026  0.99
19.886 19.136  0.99
23.823 22.143  1.00
20.433 19.600  0.99
26.848 26.351  0.01
20.134 19.402  0.98
25.054 23.157  0.22
22.087 20.841  1.00
22.102 20.899  1.00
21.502 20.467  1.00
25.238 23.351  0.08
25.924 23.916  1.00
24.881 23.333  1.00
24.133 22.476  1.00
22.963 21.519  0.87
27.297 25.779  0.00
26.372 24.201  0.52
26.061 23.992  0.89
19.930 19.176  1.00
23.608 21.990  0.98
25.997 24.021  1.00
20.894 19.988  1.00
21.900 20.703  1.00
27.146 26.458  0.00
20.835 19.945  1.00
25.653 23.789  0.99
26.710 24.594  0.02
23.132 21.700  0.03
21.516 20.468  0.99
24.477 22.716  0.98
24.395 22.665  0.13
24.692 22.853  1.00
25.186 23.534  0.32
25.013 23.142  1.00
27.619 26.543  0.03
24.725 22.885  1.00
22.748 21.191  1.00
18.751 18.076  0.99
19.423 18.776  0.99
24.412 22.654  1.00
25.184 23.319  1.00
23.163 21.677  0.94
26.116 24.180  0.01
19.095 18.442  1.00
23.204 21.693  0.98
26.500 24.365  0.87
25.784 23.882  1.00
23.751 22.134  1.00
23.647 21.953  0.99
23.730 22.051  0.75
27.790 26.613  0.01
26.330 24.238  0.95
21.193 20.183  0.98
25.598 23.677  0.95
23.147 21.876  1.00
26.700 26.334  0.01
26.633 25.829  0.18
21.946 20.704  0.98
20.352 19.538  0.98
23.484 21.925  0.96
25.264 23.404  0.86
24.271 22.525  0.99
19.999 19.184  1.00
27.647 26.094  0.66
27.312 26.654  0.58
21.740 20.653  0.98
24.768 23.017  1.00
24.711 22.881  1.00
23.544 21.956  0.98
25.577 23.729  1.00
24.454 22.734  0.98
24.620 22.808  0.73
25.093 23.398  0.27
27.496 26.504  0.00
24.544 22.784  1.00
22.947 21.548  0.57
25.329 23.432  1.00
23.860 22.092  0.93
24.397 22.654  0.98
24.781 23.004  0.29
25.601 23.446  0.99
19.491 18.822  0.98
25.311 23.409  0.98
20.872 19.937  1.00
24.976 23.248  0.78
22.474 21.154  0.99
20.845 19.937  0.99
23.784 22.025  0.99
23.410 21.875  0.99
21.954 20.773  0.65
20.172 19.370  0.98
26.252 24.263  0.32
26.754 25.869  0.00
24.472 22.756  0.97
24.558 22.808  1.00
23.997 22.292  1.00
24.706 22.886  1.00
22.970 21.455  1.00
25.989 24.087  0.50
24.735 22.977  1.00
21.716 20.605  1.00
21.512 20.486  0.98
24.328 22.545  1.00
24.006 22.331  1.00
23.655 22.089  1.00
24.956 23.114  1.00
19.442 18.672  0.98
25.626 23.634  0.56
24.354 22.563  0.97
23.621 21.857  0.84
24.981 23.178  1.00
22.295 21.035  1.00
22.819 21.408  0.98
18.410 17.768  1.00
25.455 23.484  1.00
27.296 26.517  0.00
27.119 25.783  0.00
24.669 24.830  1.00
23.216 21.631  0.99
25.817 23.885  0.27
24.540 22.693  0.81
24.270 22.539  0.84
24.046 22.308  1.00
23.222 21.750  0.98
27.545 26.618  0.78
27.685 26.417  0.00
23.571 21.959  1.00
20.626 19.779  1.00
20.645 19.802  0.98
24.299 22.603  0.81
24.802 22.951  0.93
24.357 22.708  0.97
26.934 26.419  0.00
20.880 19.972  0.99
20.769 19.878  0.99
21.556 20.486  0.99
24.959 23.084  0.03
19.525 18.809  0.98
20.919 20.004  0.98
19.876 19.126  0.98
23.795 22.186  0.98
25.704 23.694  0.61
25.747 23.853  1.00
21.066 20.130  0.98
25.787 23.867  0.12
21.207 20.237  0.99
26.820 24.712  0.97
26.638 26.171  0.01
25.084 23.168  0.98
22.015 20.824  0.98
21.663 20.570  0.98
26.947 24.623  0.92
26.878 25.217  0.00
22.552 21.129  0.96
24.534 24.245  0.20
22.612 21.248  1.00
20.523 19.699  0.98
24.494 22.814  0.97
27.039 26.189  0.00
19.965 19.237  0.98
23.890 22.257  0.91
26.122 24.287  0.98
23.755 22.101  1.00
20.289 19.517  1.00
21.887 20.727  0.98
21.718 20.615  0.98
21.534 20.484  0.98
27.496 26.396  0.09
23.428 21.847  0.99
23.461 21.919  0.69
23.644 22.059  0.98
25.462 23.588  0.95
23.905 22.252  1.00
23.585 22.014  0.86
27.290 26.565  0.00
22.734 21.376  1.00
24.821 23.025  0.98
24.777 22.990  1.00
18.796 18.161  0.99
21.004 20.030  0.98
27.073 26.385  0.00
20.279 19.471  0.99
24.110 22.425  0.89
26.358 25.334  0.01
19.064 18.414  1.00
23.909 22.431  1.00
23.601 22.008  1.00
25.086 23.318  0.67
23.011 21.573  0.98
19.490 18.797  1.00
23.594 22.011  1.00
23.221 21.736  0.99
20.639 19.766  0.98
25.285 23.392  0.80
23.174 21.685  1.00
19.570 18.874  0.99
13.703 12.510  0.99
23.573 21.862  0.96
25.451 23.613  0.79
25.736 23.665  0.99
20.788 19.927  0.98
26.457 25.708  0.00
19.017 18.370  0.98
25.973 23.889  0.97
20.856 19.957  0.98
24.534 22.717  0.73
21.545 20.467  0.99
20.645 19.784  0.99
19.662 18.960  0.98
24.268 22.580  0.99
24.646 22.923  0.77
24.056 22.368  0.98
21.374 20.346  0.99
24.159 22.497  0.88
25.035 23.196  0.95
23.967 22.313  0.99
25.541 23.656  1.00
20.545 19.688  0.98
24.771 22.892  0.97
21.390 20.374  0.98
21.113 20.105  1.00
26.287 24.149  0.10
22.341 21.056  0.98
19.359 18.697  1.00
20.508 19.657  0.98
24.278 22.588  0.88
21.508 20.456  1.00
25.282 23.476  0.95
22.365 21.061  0.98
20.945 20.035  1.00
21.110 20.173  0.99
19.780 19.062  0.98
27.107 26.710  0.00
21.647 20.537  1.00
23.055 21.571  1.00
19.065 18.413  1.00
20.411 18.940  0.99
24.325 22.609  0.98
21.099 20.168  0.98
27.259 26.905  0.68
20.219 19.418  1.00
24.985 23.157  0.98
23.418 21.839  0.99
23.680 22.076  1.00
24.470 22.721  0.76
23.615 22.006  1.00
23.411 21.914  0.13
23.178 21.690  0.98
22.339 21.058  0.99
23.268 21.725  0.99
24.341 22.873  0.39
22.876 21.437  0.98
23.302 21.791  0.99
24.118 22.171  0.03
24.131 22.409  0.98
26.576 26.853  0.00
27.289 26.071  0.00
22.144 20.908  0.98
26.660 25.950  0.03
21.134 20.173  0.98
22.564 21.232  0.97
25.336 23.476  0.99
19.405 18.696  1.00
24.182 22.472  0.96
21.695 20.581  0.98
25.766 25.226  1.00
20.020 19.272  1.00
18.504 17.877  1.00
20.563 19.717  0.98
20.354 19.574  1.00
25.950 23.928  0.99
23.843 22.222  0.98
24.800 23.026  0.95
21.089 20.139  0.99
26.726 24.592  0.12
22.175 20.973  0.90
20.356 19.551  0.99
24.515 22.771  0.95
23.912 24.335  0.13
20.666 19.832  0.98
27.153 25.977  0.14
19.283 18.614  1.00
25.875 23.778  0.95
24.033 22.372  0.89
27.361 26.532  0.22
20.814 19.770  0.98
23.284 21.781  0.98
21.767 20.647  1.00
25.563 23.649  0.96
24.823 22.957  0.98
23.509 21.956  1.00
23.585 22.023  0.99
22.415 21.136  0.12
24.629 22.907  0.84
25.140 23.278  0.90
24.148 22.465  0.97
20.949 20.010  0.99
24.293 22.573  0.96
24.550 22.773  0.94
21.481 20.347  0.98
25.498 23.647  0.95
25.301 23.482  0.99
24.709 22.925  0.95
21.972 20.806  0.98
25.339 23.396  0.97
23.445 21.870  0.99
19.965 19.221  1.00
19.257 18.548  1.00
20.010 19.147  0.98
25.415 23.574  0.05
27.243 26.425  0.68
24.488 22.669  0.68
26.223 24.299  0.41
25.911 23.959  0.94
19.194 18.542  0.99
27.514 26.052  0.37
25.142 23.290  0.77
27.524 26.595  0.04
19.162 18.503  0.98
23.145 21.670  1.00
26.542 25.563  0.00
21.437 20.403  1.00
26.148 24.159  1.00
24.192 24.264  0.12
24.250 22.567  0.99
27.271 26.671  0.67
25.181 23.311  1.00
25.488 23.575  0.98
24.985 23.226  1.00
25.140 23.246  1.00
25.144 23.218  1.00
21.084 20.137  0.98
23.099 21.369  0.96
18.427 17.823  1.00
25.747 23.847  0.99
21.727 20.615  1.00
22.399 21.109  0.99
24.769 22.968  1.00
22.484 21.151  0.98
24.736 22.943  1.00
24.588 22.800  0.97
25.197 23.361  0.98
21.891 20.749  0.98
22.854 21.425  0.98
23.733 22.084  0.91
27.105 24.967  0.39
24.178 22.476  1.00
24.907 23.061  0.32
18.522 17.884  1.00
24.615 22.812  0.98
20.831 19.925  0.98
24.393 22.650  1.00
27.144 26.752  0.65
26.920 25.909  0.02
21.203 20.230  1.00
23.601 22.008  1.00
21.060 20.117  0.98
23.184 21.705  0.97
22.766 21.382  0.98
23.035 21.578  0.98
21.678 20.602  0.98
24.621 22.868  0.96
27.175 25.482  0.05
27.519 26.868  0.07
21.128 20.174  0.98
22.178 20.936  1.00
20.702 19.832  1.00
22.015 20.813  1.00
23.731 22.178  0.20
22.447 21.160  0.98
19.585 18.318  1.00
22.905 21.292  0.97
25.295 23.345  1.00
23.282 21.735  0.99
24.179 22.459  0.97
23.904 22.235  1.00
23.684 22.055  1.00
26.659 26.014  0.00
24.901 23.068  0.98
24.027 22.402  1.00
24.650 22.891  1.00
25.140 23.336  0.94
23.437 21.872  1.00
21.476 20.431  0.99
27.296 26.608  0.00
24.546 22.826  0.38
25.072 23.258  0.96
20.605 19.741  1.00
23.759 22.149  0.99
19.314 18.564  0.98
25.003 23.158  1.00
24.314 22.573  0.97
25.086 23.218  1.00
20.574 19.728  1.00
24.519 22.739  0.92
27.239 25.055  0.12
26.264 24.199  0.94
22.669 21.298  0.93
22.339 21.064  0.98
24.066 21.830  0.14
22.236 20.987  1.00
23.993 22.229  1.00
23.429 21.882  0.97
23.028 21.529  0.14
19.058 18.387  0.99
22.646 21.265  0.98
24.601 22.845  0.98
22.948 21.461  0.98
20.197 19.407  0.98
19.587 18.900  0.98
20.741 19.839  0.98
23.671 21.927  0.99
18.821 18.135  0.98
21.056 20.114  0.99
24.336 22.628  1.00
25.469 23.567  0.27
24.370 22.635  1.00
24.855 23.080  0.99
25.468 22.966  0.97
26.509 24.480  0.87
22.949 21.469  1.00
24.964 23.123  0.96
23.915 22.325  0.90
23.458 21.873  0.99
27.257 25.513  0.00
21.778 20.629  1.00
25.589 23.610  1.00
23.817 22.159  0.98
23.255 21.731  0.98
26.770 25.771  0.00
23.145 21.646  1.00
24.639 22.918  0.98
20.849 19.956  0.99
26.911 24.905  0.50
22.484 21.168  0.78
27.732 26.393  0.09
24.772 23.008  1.00
27.519 25.558  0.01
24.971 22.823  0.74
21.758 20.588  1.00
25.221 23.276  1.00
21.100 20.148  0.98
23.803 22.137  0.99
21.674 20.595  1.00
26.322 25.917  0.92
24.087 22.380  0.98
21.741 20.636  0.98
24.933 23.237  0.72
20.011 19.250  0.98
23.986 22.188  0.91
19.877 19.152  0.98
23.878 22.207  1.00
23.916 22.267  0.99
24.102 22.393  0.97
24.051 22.286  0.99
27.047 25.795  0.01
26.843 25.910  0.00
24.623 22.853  1.00
22.118 20.913  0.98
24.225 22.559  1.00
24.618 22.770  1.00
24.163 22.473  0.98
26.336 24.817  0.85
21.442 20.415  1.00
24.867 23.039  0.21
20.622 19.769  1.00
26.532 24.678  0.68
24.964 23.123  0.96
22.689 21.354  0.83
25.278 23.442  0.97
23.111 21.632  0.92
21.499 20.451  0.98
25.476 23.594  1.00
19.365 18.698  0.98
19.559 18.869  1.00
26.236 24.170  0.93
23.650 22.057  0.99
19.387 18.744  1.00
21.670 20.577  0.98
19.746 19.030  0.98
26.856 24.544  0.52
24.096 22.393  0.97
24.080 22.423  0.96
26.581 25.527  0.85
22.835 21.430  0.99
24.845 23.025  1.00
25.523 23.615  1.00
22.675 21.310  0.99
24.762 22.986  1.00
25.377 24.970  0.40
24.418 22.813  0.04
18.947 18.276  0.98
20.376 19.583  0.99
24.656 22.838  0.96
19.990 19.224  0.98
24.351 22.621  1.00
24.016 22.323  0.99
23.439 21.875  0.97
25.426 23.636  0.32
24.334 22.616  0.94
24.204 22.494  1.00
24.641 22.973  0.03
24.699 22.952  0.97
23.555 21.945  0.96
26.074 24.257  0.03
23.636 21.986  0.05
25.526 23.637  0.83
25.990 25.952  0.96
20.080 19.309  0.98
20.311 19.505  1.00
24.159 22.466  0.98
20.947 20.043  0.98
18.909 18.273  1.00
24.323 22.604  0.98
22.571 21.241  0.98
20.160 19.376  0.99
22.809 21.408  0.98
25.949 24.094  0.97
24.679 22.832  1.00
23.954 25.322  0.21
27.023 26.141  0.01
23.881 22.251  0.96
24.932 23.041  0.96
22.236 20.970  0.99
24.190 22.441  0.99
25.557 23.587  0.99
22.308 21.061  1.00
22.306 21.016  1.00
25.668 23.689  0.17
23.916 22.195  0.88
24.346 22.697  0.91
22.719 21.349  0.99
18.467 17.828  0.99
24.690 22.902  1.00
23.849 22.208  0.99
24.448 22.545  0.95
19.591 18.883  0.98
23.880 22.216  0.98
26.660 24.436  0.90
26.323 24.208  0.93
24.992 23.202  0.57
23.147 21.661  1.00
25.446 25.035  0.02
23.872 22.228  0.98
22.017 20.834  0.98
24.616 22.776  1.00
19.910 19.188  0.98
19.933 19.187  1.00
25.323 23.895  1.00
18.906 18.245  0.98
21.432 20.356  0.98
23.821 22.166  0.97
21.061 20.103  0.98
20.947 20.028  0.98
21.892 20.747  0.99
26.158 23.985  0.01
25.329 23.449  0.96
22.873 21.373  0.99
24.138 22.498  1.00
21.120 20.177  1.00
21.331 20.310  1.00
27.230 26.147  0.11
26.320 25.982  0.00
24.409 22.705  0.92
19.238 18.586  1.00
23.984 22.334  0.82
24.431 22.696  0.98
19.750 19.055  0.98
20.542 19.714  0.99
21.956 20.778  1.00
25.905 24.233  1.00
25.593 23.641  0.98
21.734 20.595  0.98
23.205 21.720  0.98
24.678 22.931  0.88
23.687 22.092  1.00
25.304 23.370  0.95
19.300 18.617  1.00
24.448 22.752  1.00
21.031 20.092  1.00
24.154 22.476  0.98
20.209 19.413  0.98
21.734 20.619  0.98
18.961 18.356  1.00
25.793 23.871  0.92
24.003 22.355  1.00
25.084 23.278  0.99
20.628 19.719  0.98
25.801 23.748  0.64
19.157 18.498  0.55
22.574 21.249  1.00
18.889 18.248  0.99
23.605 21.978  0.98
27.363 26.307  0.00
26.148 25.161  0.01
24.186 22.521  0.98
19.858 19.140  1.00
21.869 20.749  1.00
22.998 21.545  1.00
20.643 19.720  0.87
22.344 21.009  0.99
23.730 22.143  1.00
25.130 23.319  0.99
22.344 21.040  0.98
24.885 22.761  0.61
23.319 21.810  1.00
25.455 23.253  1.00
24.149 22.410  0.31
23.980 22.294  0.99
22.505 21.198  0.98
25.512 23.666  0.99
19.210 18.554  1.00
22.216 20.978  0.98
24.666 22.724  1.00
25.748 23.647  0.79
20.319 19.499  1.00
24.725 22.910  0.94
25.037 25.901  0.72
24.188 22.476  1.00
20.850 19.961  0.98
23.732 22.105  0.98
25.239 23.444  1.00
25.194 23.262  0.75
22.315 21.016  0.92
26.018 24.187  0.55
27.626 26.168  0.43
26.357 24.290  0.96
24.152 22.391  0.97
23.992 22.315  0.96
20.848 19.958  0.98
22.212 20.979  0.98
19.813 19.100  1.00
21.760 20.589  1.00
23.214 21.714  0.99
18.720 18.090  1.00
24.579 22.867  0.75
22.348 20.927  1.00
23.152 21.656  0.90
24.789 22.923  0.98
23.986 22.304  0.92
25.939 23.967  0.96
21.320 20.112  0.98
24.585 22.810  0.98
23.806 22.220  1.00
25.260 23.396  0.97
21.224 20.233  0.78
24.810 23.091  0.98
22.650 21.295  0.99
19.533 18.847  0.98
19.969 19.220  0.98
22.052 20.856  0.99
21.973 20.823  0.99
25.473 23.714  0.97
25.372 23.416  0.96
22.308 21.039  0.10
23.752 22.141  1.00
20.750 19.864  0.99
19.798 19.103  0.99
24.076 22.428  0.96
21.138 20.203  0.97
25.668 23.752  0.07
27.190 25.887  0.01
22.352 21.075  0.98
20.352 19.555  0.98
20.513 19.677  0.98
25.619 23.674  0.97
20.799 19.919  0.96
23.584 22.001  0.99
24.271 22.366  0.03
21.218 20.215  0.98
20.774 19.874  0.98
21.523 20.470  0.98
19.209 18.461  0.99
25.389 23.590  0.97
26.103 24.194  0.95
24.633 22.849  0.90
22.454 21.106  0.99
26.633 24.326  0.96
19.261 18.615  0.99
23.530 21.938  0.98
21.146 20.148  0.99
21.071 20.143  1.00
25.477 23.786  0.10
22.388 21.105  1.00
22.860 21.421  0.97
19.967 19.226  1.00
23.150 21.673  0.98
24.134 22.464  0.44
20.444 19.618  0.98
25.031 23.226  0.89
20.017 19.243  0.98
25.695 23.537  1.00
26.928 24.508  0.00
24.677 22.708  0.98
25.767 23.903  0.91
21.377 20.382  1.00
20.378 19.565  1.00
19.708 18.996  0.98
26.199 23.805  0.85
24.204 22.485  0.99
19.351 18.699  0.98
26.847 25.929  0.10
20.025 19.282  1.00
24.506 22.728  0.98
25.377 23.603  0.99
25.496 23.646  0.73
20.021 19.261  0.98
24.607 22.827  0.97
23.877 22.095  0.99
24.738 23.664  0.03
19.845 19.075  0.98
24.212 22.501  1.00
23.336 21.820  0.20
27.085 24.975  0.69
24.528 22.785  0.79
25.148 23.325  0.86
22.210 20.839  0.58
22.177 20.924  0.98
25.997 23.249  0.01
19.470 18.779  0.98
21.220 20.239  0.98
24.878 23.069  0.98
20.413 19.585  0.98
19.275 18.590  0.98
19.413 18.716  1.00
26.087 23.148  0.96
24.670 22.892  0.98
25.794 23.754  0.09
20.074 19.324  0.99
23.564 22.019  0.99
22.634 21.284  0.98
25.101 23.129  0.02
21.419 20.386  1.00
22.060 20.886  1.00
25.910 23.959  0.98
24.404 22.854  0.08
24.289 22.467  0.98
20.073 19.250  0.89
23.368 21.679  0.88
21.411 20.197  0.27
24.183 22.466  0.99
26.990 25.190  0.02
22.046 20.849  0.99
21.237 20.246  0.99
22.462 21.141  0.98
19.122 18.452  1.00
26.353 25.405  0.94
23.270 21.778  0.52
23.431 21.894  0.98
22.822 21.343  0.98
27.208 25.003  0.51
19.085 18.414  1.00
22.423 21.150  1.00
23.606 21.722  1.00
19.644 18.996  1.00
19.095 18.452  0.99
20.143 19.366  0.98
19.049 18.355  1.00
25.623 23.680  0.99
25.337 23.534  0.64
20.192 19.366  0.98
24.157 22.364  0.62
23.028 21.541  0.98
27.083 25.058  0.08
24.354 22.670  0.97
21.428 20.370  1.00
27.227 26.106  0.00
22.452 21.116  1.00
22.526 21.203  1.00
19.299 18.597  0.99
20.180 19.412  0.98
18.998 18.325  0.80
25.741 23.849  0.32
27.407 26.506  0.77
24.992 23.140  0.96
25.501 24.906  0.03
22.940 21.477  0.98
20.468 19.643  0.98
23.142 21.627  1.00
20.652 19.808  1.00
21.155 20.188  0.99
24.270 22.541  0.97
20.679 19.756  0.99
25.357 23.372  0.98
22.517 21.225  1.00
23.556 22.029  0.95
24.400 22.670  0.96
24.695 22.945  0.98
19.398 18.706  0.98
24.519 22.708  0.98
25.025 23.207  0.86
24.271 22.781  0.03
25.231 23.333  0.38
23.275 21.778  0.96
19.707 18.960  1.00
25.691 23.709  0.97
25.392 23.937  0.02
22.368 21.076  0.99
24.864 22.989  0.18
21.199 20.229  0.98
26.254 23.976  0.01
21.306 20.307  1.00
21.322 20.349  0.98
27.100 25.916  0.02
24.092 22.355  0.98
21.659 20.188  0.97
23.101 21.637  1.00
24.729 22.917  0.97
22.781 21.379  1.00
23.794 22.212  1.00
25.908 24.011  0.28
24.414 22.660  0.98
24.664 22.959  0.99
23.953 22.258  0.05
21.932 20.762  1.00
24.934 23.214  0.03
23.216 21.698  0.98
24.451 22.731  0.95
25.058 23.087  0.84
25.636 23.716  1.00
25.319 23.216  0.07
24.860 23.035  1.00
21.190 20.240  1.00
23.083 21.622  0.90
21.878 20.720  0.98
19.743 19.003  0.98
20.413 19.606  1.00
21.159 20.178  0.98
22.106 20.924  1.00
20.179 19.400  0.98
27.004 26.251  0.78
25.576 23.727  0.62
24.577 22.832  0.96
23.816 22.133  0.99
21.229 20.256  0.98
24.710 22.938  0.80
24.802 25.134  0.03
24.255 22.498  0.98
24.318 22.476  0.98
24.930 23.142  0.88
20.061 19.312  1.00
26.432 24.335  0.86
22.762 21.367  1.00
24.446 22.661  1.00
21.600 20.539  1.00
23.785 22.140  0.98
21.457 20.430  0.98
20.302 19.515  0.98
27.161 25.222  0.02
21.279 20.286  1.00
25.370 23.691  0.02
19.666 18.948  0.99
22.480 21.146  0.98
23.451 21.888  0.99
25.382 23.602  0.99
24.955 23.088  0.96
24.901 23.076  1.00
22.128 20.889  0.99
25.726 23.892  0.98
25.277 23.394  0.64
24.475 22.616  1.00
21.353 20.356  1.00
21.452 20.402  1.00
23.739 22.096  1.00
23.893 22.227  0.81
24.169 22.430  0.98
24.496 22.765  1.00
23.660 22.671  0.97
20.736 19.859  0.98
22.794 21.423  1.00
25.169 23.323  0.93
21.744 20.643  1.00
19.073 18.405  0.98
24.174 22.425  0.99
27.279 26.226  0.00
19.535 18.875  0.99
25.161 24.352  0.02
24.529 22.789  0.27
25.798 23.879  0.03
23.258 21.745  1.00
22.093 20.909  0.99
23.230 21.696  0.64
25.010 23.283  0.97
23.655 22.074  0.99
26.443 24.210  0.92
25.423 23.532  0.42
23.348 21.629  0.98
23.427 21.832  0.97
21.841 20.705  1.00
24.106 22.400  0.98
24.489 22.727  0.98
22.869 21.463  0.98
24.722 22.886  0.59
19.617 18.901  0.98
19.589 18.837  0.98
23.701 22.079  1.00
26.519 24.683  0.00
23.488 21.909  0.93
24.207 22.488  0.08
23.368 21.846  0.98
23.616 22.060  0.22
26.590 24.366  0.95
21.529 20.415  1.00
22.768 21.397  0.91
23.020 21.545  0.95
19.904 19.199  1.00
25.921 23.949  0.96
27.002 26.720  0.06
27.321 25.920  0.72
23.062 21.569  0.99
25.113 23.126  1.00
24.714 22.897  0.99
24.548 22.727  1.00
23.719 22.097  1.00
23.940 22.305  0.87
25.124 23.357  0.98
26.668 24.839  0.86
24.164 22.489  0.94
27.290 26.756  0.67
25.662 23.684  0.99
20.219 19.433  1.00
24.787 23.159  0.18
24.546 22.844  0.99
25.666 26.116  0.02
20.033 19.318  0.80
21.763 20.645  0.98
19.168 18.548  1.00
22.982 21.573  0.98
19.140 18.485  0.99
24.690 22.931  1.00
24.479 22.713  0.80
26.957 24.810  0.00
21.730 20.651  0.99
19.461 18.804  1.00
24.903 22.995  1.00
19.090 18.431  0.99
22.686 21.310  0.98
23.771 22.051  0.78
26.390 24.305  0.94
22.141 20.917  1.00
21.296 20.275  0.98
18.144 17.445  0.98
24.247 22.491  0.96
24.515 22.751  1.00
24.279 24.420  1.00
23.752 22.167  0.98
27.391 26.625  0.18
21.784 20.597  0.98
24.466 22.581  1.00
23.456 21.875  0.99
18.738 18.089  1.00
25.299 23.431  1.00
26.064 24.280  0.95
25.227 23.323  0.85
24.008 22.338  0.10
23.654 22.035  0.98
25.581 23.713  1.00
26.374 24.314  0.01
24.339 22.611  0.79
27.225 26.170  0.00
24.497 22.730  1.00
25.684 25.579  0.02
22.738 21.354  0.98
25.820 23.707  0.49
25.644 23.550  0.02
25.169 23.273  1.00
24.773 22.987  0.96
21.049 20.106  0.98
19.432 18.769  0.98
20.674 19.818  0.98
22.038 20.847  0.99
24.068 22.385  0.80
22.433 21.126  0.98
20.363 19.555  0.98
24.596 22.884  0.03
25.651 23.617  1.00
25.612 23.671  0.97
24.433 22.703  0.96
18.718 18.118  1.00
26.355 24.324  0.96
23.791 21.973  1.00
21.423 20.350  0.98
20.325 19.519  0.99
23.217 21.595  0.99
25.214 23.387  0.97
18.875 18.225  1.00
19.317 18.637  0.99
20.950 20.042  1.00
22.504 21.216  0.99
22.682 21.329  0.98
22.226 21.006  0.93
26.153 24.484  0.03
21.027 20.095  1.00
24.200 22.516  1.00
25.067 23.068  0.46
25.973 24.123  0.83
27.086 24.755  0.90
23.556 22.007  1.00
22.607 21.180  0.03
23.696 22.041  0.70
23.391 21.856  1.00
18.409 17.772  0.99
22.904 21.797  0.98
22.021 20.835  1.00
24.586 22.812  0.95
22.990 21.544  0.98
23.522 21.924  0.99
26.074 24.417  0.69
21.605 20.528  0.99
22.249 20.956  1.00
18.886 18.248  1.00
26.886 25.860  0.01
23.389 21.766  0.98
23.395 21.861  0.99
19.298 18.415  1.00
21.525 20.497  0.99
20.055 19.292  0.99
27.106 24.971  0.90
25.285 23.441  0.94
19.499 18.848  1.00
20.085 19.274  0.99
26.022 25.178  0.00
24.533 22.666  0.62
25.251 23.355  1.00
22.400 21.110  0.99
24.602 22.807  0.03
25.387 23.454  1.00
24.097 22.377  1.00
25.138 23.288  0.99
22.799 21.377  0.98
24.687 22.923  1.00
18.621 17.989  0.99
26.263 24.044  0.21
22.088 20.907  1.00
21.918 20.697  0.99
19.900 19.174  0.99
24.003 22.398  0.04
25.738 23.836  0.76
21.518 20.493  0.98
22.217 20.985  0.99
18.753 18.094  1.00
22.803 21.041  0.14
26.287 24.197  0.75
19.134 18.458  0.99
25.768 25.233  0.01
23.080 21.617  0.98
26.775 24.558  0.02
23.258 21.723  0.97
26.149 23.510  0.02
22.139 21.033  0.11
20.032 19.277  1.00
24.982 23.139  0.98
24.271 22.549  1.00
22.400 21.107  0.98
21.831 20.686  0.99
25.345 23.309  1.00
23.628 22.029  1.00
25.864 23.924  0.99
26.138 24.256  0.33
27.165 25.119  0.75
20.584 19.586  0.33
24.465 22.713  1.00
24.889 23.171  0.04
23.617 22.033  0.84
19.591 18.878  1.00
27.058 25.062  0.90
23.903 22.231  0.88
24.046 22.450  0.96
25.006 23.132  1.00
20.125 19.370  0.99
27.244 26.093  0.00
